========================================
RISC-V TSO Memory Model Test
========================================
Test: Store_Buffering_Evolved
Iterations: 200
========================================


=== Memory Trace (TSO) - Sorted by Timestamp ===
timestamp,seq_id,core_id,type,address,value,po_index
TRACE:4388098906233675,188,0,READ,0x7cdd0,1,188
TRACE:4388098906302008,189,1,WRITE,0x7cdd0,1,189
TRACE:4388098906302323,190,1,FENCE,0x0,0,190
TRACE:4388098906302593,191,1,READ,0x7cd90,1,191
TRACE:4388098906331168,189,0,WRITE,0x7cd90,1,189
TRACE:4388098906331505,190,0,FENCE,0x0,0,190
TRACE:4388098906331730,191,0,READ,0x7cdd0,1,191
TRACE:4388098906365863,192,1,WRITE,0x7cdd0,1,192
TRACE:4388098906366065,193,1,FENCE,0x0,0,193
TRACE:4388098906366223,194,1,READ,0x7cd90,1,194
TRACE:4388098906389668,192,0,WRITE,0x7cd90,1,192
TRACE:4388098906390028,193,0,FENCE,0x0,0,193
TRACE:4388098906390230,194,0,READ,0x7cdd0,1,194
TRACE:4388098906431023,195,1,WRITE,0x7cdd0,1,195
TRACE:4388098906431225,196,1,FENCE,0x0,0,196
TRACE:4388098906431383,197,1,READ,0x7cd90,1,197
TRACE:4388098906445805,195,0,WRITE,0x7cd90,1,195
TRACE:4388098906446120,196,0,FENCE,0x0,0,196
TRACE:4388098906446368,197,0,READ,0x7cdd0,1,197
TRACE:4388098906490018,198,1,WRITE,0x7cdd0,1,198
TRACE:4388098906490243,199,1,FENCE,0x0,0,199
TRACE:4388098906490378,200,1,READ,0x7cd90,1,200
TRACE:4388098906510538,198,0,WRITE,0x7cd90,1,198
TRACE:4388098906511100,199,0,FENCE,0x0,0,199
TRACE:4388098906511348,200,0,READ,0x7cdd0,1,200
TRACE:4388098906574280,201,1,WRITE,0x7cdd0,1,201
TRACE:4388098906574460,202,1,FENCE,0x0,0,202
TRACE:4388098906574595,203,1,READ,0x7cd90,1,203
TRACE:4388098906594440,201,0,WRITE,0x7cd90,1,201
TRACE:4388098906595025,202,0,FENCE,0x0,0,202
TRACE:4388098906595273,203,0,READ,0x7cdd0,1,203
TRACE:4388098906644908,204,1,WRITE,0x7cdd0,1,204
TRACE:4388098906645133,205,1,FENCE,0x0,0,205
TRACE:4388098906645335,206,1,READ,0x7cd90,1,206
TRACE:4388098906669298,204,0,WRITE,0x7cd90,1,204
TRACE:4388098906669680,205,0,FENCE,0x0,0,205
TRACE:4388098906669905,206,0,READ,0x7cdd0,1,206
TRACE:4388098906708875,207,1,WRITE,0x7cdd0,1,207
TRACE:4388098906709055,208,1,FENCE,0x0,0,208
TRACE:4388098906709190,209,1,READ,0x7cd90,1,209
TRACE:4388098906745258,207,0,WRITE,0x7cd90,1,207
TRACE:4388098906745573,208,0,FENCE,0x0,0,208
